"id","year","month","state_name","state_code","assembly_no","ac_name","ac_type","candidate_name","sex","age","candidate_type","party","position","ac_total_candidates","total_electors","total_votes","total_valid_votes","vote_share_percentage","margin","margin_percentage","turnout_percentage","poll_no","delimit_id"
222,"2019","4","Andhra Pradesh","28",15.0,"Allagadda","GEN","Boreddy Raja Sekhar Reddy","MALE",42.0,"GEN","IND",10.0,16.0,221164.0,177.0,185693.0,0.1,3.0,0.0,83.96,0.0,4.0
223,"2019","4","Andhra Pradesh","28",15.0,"Allagadda","GEN","Gopireddy. Pullareddy","MALE",64.0,"GEN","IND",11.0,16.0,221164.0,174.0,185693.0,0.09,25.0,0.01,83.96,0.0,4.0
224,"2019","4","Andhra Pradesh","28",15.0,"Allagadda","GEN","Kunduru Rami Reddy","MALE",47.0,"GEN","IND",12.0,16.0,221164.0,149.0,185693.0,0.08,3.0,0.0,83.96,0.0,4.0
225,"2019","4","Andhra Pradesh","28",15.0,"Allagadda","GEN","Annem. Naga Prathap Reddy","MALE",40.0,"GEN","IND",13.0,16.0,221164.0,146.0,185693.0,0.08,1.0,0.0,83.96,0.0,4.0
226,"2019","4","Andhra Pradesh","28",15.0,"Allagadda","GEN","Gangula Prathap","MALE",40.0,"GEN","IND",14.0,16.0,221164.0,145.0,185693.0,0.08,4.0,0.0,83.96,0.0,4.0
227,"2019","4","Andhra Pradesh","28",15.0,"Allagadda","GEN","Kamatham Subbaareddy","MALE",43.0,"GEN","IND",15.0,16.0,221164.0,141.0,185693.0,0.08,14.0,0.01,83.96,0.0,4.0
228,"2019","4","Andhra Pradesh","28",15.0,"Allagadda","GEN","Yeddula Venkateswarlu","MALE",42.0,"GEN","IND",16.0,16.0,221164.0,127.0,185693.0,0.07,0.0,0.0,83.96,0.0,4.0
229,"2009","5","Andhra Pradesh","28",13.0,"Alur","GEN","Patil Neeraja Reddy","FEMALE",42.0,"GEN","INC",1.0,12.0,196585.0,43105.0,139740.0,30.85,5645.0,4.04,71.08,0.0,4.0
230,"2009","5","Andhra Pradesh","28",13.0,"Alur","GEN","Gummanuru Jayaram","MALE",42.0,"GEN","PRAP",2.0,12.0,196585.0,37460.0,139740.0,26.81,9016.0,6.45,71.08,0.0,4.0
231,"2009","5","Andhra Pradesh","28",13.0,"Alur","GEN","K.Ramakrishna","MALE",52.0,"GEN","CPI",3.0,12.0,196585.0,28444.0,139740.0,20.35,12231.0,8.75,71.08,0.0,4.0
232,"2009","5","Andhra Pradesh","28",13.0,"Alur","GEN","H.Kesava Reddy","MALE",54.0,"GEN","IND",4.0,12.0,196585.0,16213.0,139740.0,11.6,13447.0,9.62,71.08,0.0,4.0
233,"2009","5","Andhra Pradesh","28",13.0,"Alur","GEN","Gangi Rajeswari","FEMALE",29.0,"GEN","BJP",5.0,12.0,196585.0,2766.0,139740.0,1.98,16.0,0.01,71.08,0.0,4.0
234,"2009","5","Andhra Pradesh","28",13.0,"Alur","GEN","G.Khadar Basha","MALE",52.0,"GEN","IND",6.0,12.0,196585.0,2750.0,139740.0,1.97,415.0,0.3,71.08,0.0,4.0
235,"2009","5","Andhra Pradesh","28",13.0,"Alur","GEN","C.Praveen Kumar","MALE",31.0,"GEN","LSP",7.0,12.0,196585.0,2335.0,139740.0,1.67,434.0,0.31,71.08,0.0,4.0
236,"2009","5","Andhra Pradesh","28",13.0,"Alur","GEN","K.Sivaram Goud","MALE",42.0,"GEN","IND",8.0,12.0,196585.0,1901.0,139740.0,1.36,587.0,0.42,71.08,0.0,4.0
237,"2009","5","Andhra Pradesh","28",13.0,"Alur","GEN","V.Thippanna","MALE",48.0,"SC","BSP",9.0,12.0,196585.0,1314.0,139740.0,0.94,27.0,0.02,71.08,0.0,4.0
238,"2009","5","Andhra Pradesh","28",13.0,"Alur","GEN","S.Mallikarjuna","MALE",43.0,"GEN","IND",10.0,12.0,196585.0,1287.0,139740.0,0.92,13.0,0.01,71.08,0.0,4.0
239,"2009","5","Andhra Pradesh","28",13.0,"Alur","GEN","Giripogu Yosopu","MALE",41.0,"GEN","IND",11.0,12.0,196585.0,1274.0,139740.0,0.91,383.0,0.27,71.08,0.0,4.0
240,"2009","5","Andhra Pradesh","28",13.0,"Alur","GEN","Anand.M","MALE",38.0,"SC","IND",12.0,12.0,196585.0,891.0,139740.0,0.64,0.0,0.0,71.08,0.0,4.0
241,"2014","5","Andhra Pradesh","28",14.0,"Alur","GEN","Gummanur Jaya Ram","MALE",47.0,"GEN","YSRCP",1.0,11.0,219023.0,69466.0,166743.0,41.66,1919.0,1.15,76.13,0.0,4.0
242,"2014","5","Andhra Pradesh","28",14.0,"Alur","GEN","B.Veerabhadra Gowd","MALE",48.0,"GEN","TDP",2.0,11.0,219023.0,67547.0,166743.0,40.51,45354.0,27.2,76.13,0.0,4.0
243,"2014","5","Andhra Pradesh","28",14.0,"Alur","GEN","Kotla Sujathamma","FEMALE",54.0,"GEN","INC",3.0,11.0,219023.0,22193.0,166743.0,13.31,20234.0,12.13,76.13,0.0,4.0
244,"2014","5","Andhra Pradesh","28",14.0,"Alur","GEN","V.Thippanna","MALE",51.0,"SC","BSP",4.0,11.0,219023.0,1959.0,166743.0,1.17,639.0,0.38,76.13,0.0,4.0
245,"2014","5","Andhra Pradesh","28",14.0,"Alur","GEN","None Of The Above","None","","None","NOTA",5.0,11.0,219023.0,1320.0,166743.0,0.79,403.0,0.24,76.13,0.0,4.0
246,"2014","5","Andhra Pradesh","28",14.0,"Alur","GEN","Aavula Chandra Sekhar","MALE",39.0,"GEN","AAAP",6.0,11.0,219023.0,917.0,166743.0,0.55,17.0,0.01,76.13,0.0,4.0
247,"2014","5","Andhra Pradesh","28",14.0,"Alur","GEN","Golla Nagaraju","MALE",35.0,"GEN","LSP",7.0,11.0,219023.0,900.0,166743.0,0.54,339.0,0.2,76.13,0.0,4.0
248,"2014","5","Andhra Pradesh","28",14.0,"Alur","GEN","P.Hari Prasad Reddy","MALE",34.0,"GEN","JASPA",8.0,11.0,219023.0,561.0,166743.0,0.34,17.0,0.01,76.13,0.0,4.0
249,"2014","5","Andhra Pradesh","28",14.0,"Alur","GEN","S.Jayaram","MALE",39.0,"SC","IND",9.0,11.0,219023.0,544.0,166743.0,0.33,69.0,0.04,76.13,0.0,4.0
250,"2014","5","Andhra Pradesh","28",14.0,"Alur","GEN","Mulinti Chandra Sekhar","MALE",38.0,"SC","AIMIM",10.0,11.0,219023.0,475.0,166743.0,0.28,27.0,0.02,76.13,0.0,4.0
251,"2014","5","Andhra Pradesh","28",14.0,"Alur","GEN","G Vijay Kumar","MALE",35.0,"GEN","IND",11.0,11.0,219023.0,448.0,166743.0,0.27,35.0,0.02,76.13,0.0,4.0
252,"2014","5","Andhra Pradesh","28",14.0,"Alur","GEN","H.T.Basavana Gowd","MALE",32.0,"GEN","IND",12.0,11.0,219023.0,413.0,166743.0,0.25,0.0,0.0,76.13,0.0,4.0
253,"2019","4","Andhra Pradesh","28",15.0,"Alur","GEN","Gummanur Jayaram","MALE",51.0,"GEN","YSRCP",1.0,11.0,236320.0,107101.0,189321.0,56.57,39896.0,21.07,80.11,0.0,4.0
254,"2019","4","Andhra Pradesh","28",15.0,"Alur","GEN","Kotla Sujathamma","FEMALE",59.0,"GEN","TDP",2.0,11.0,236320.0,67205.0,189321.0,35.5,63666.0,33.63,80.11,0.0,4.0
255,"2019","4","Andhra Pradesh","28",15.0,"Alur","GEN","S Venkappa","MALE",33.0,"GEN","JNP",3.0,11.0,236320.0,3539.0,189321.0,1.87,558.0,0.29,80.11,0.0,4.0
256,"2019","4","Andhra Pradesh","28",15.0,"Alur","GEN","Nota","None","","None","NOTA",4.0,11.0,236320.0,2981.0,189321.0,1.57,205.0,0.11,80.11,0.0,4.0
257,"2019","4","Andhra Pradesh","28",15.0,"Alur","GEN","D Asha Begum","FEMALE",57.0,"GEN","INC",5.0,11.0,236320.0,2776.0,189321.0,1.47,699.0,0.37,80.11,0.0,4.0
258,"2019","4","Andhra Pradesh","28",15.0,"Alur","GEN","Dumma Venkataramudu","MALE",55.0,"GEN","BJP",6.0,11.0,236320.0,2077.0,189321.0,1.1,750.0,0.4,80.11,0.0,4.0
259,"2019","4","Andhra Pradesh","28",15.0,"Alur","GEN","B Jaya Ramudu","MALE",39.0,"GEN","PRSHP",7.0,11.0,236320.0,1327.0,189321.0,0.7,446.0,0.24,80.11,0.0,4.0
260,"2019","4","Andhra Pradesh","28",15.0,"Alur","GEN","Atla Babul Reddy","MALE",38.0,"GEN","IND",8.0,11.0,236320.0,881.0,189321.0,0.47,283.0,0.15,80.11,0.0,4.0
261,"2019","4","Andhra Pradesh","28",15.0,"Alur","GEN","Basavana Goud","MALE",39.0,"GEN","IND",9.0,11.0,236320.0,598.0,189321.0,0.32,79.0,0.04,80.11,0.0,4.0
262,"2019","4","Andhra Pradesh","28",15.0,"Alur","GEN","Y Jayasree","FEMALE",28.0,"ST","IND",10.0,11.0,236320.0,519.0,189321.0,0.27,202.0,0.11,80.11,0.0,4.0
263,"2019","4","Andhra Pradesh","28",15.0,"Alur","GEN","Avula Chandra Sekhar","MALE",45.0,"GEN","IND",11.0,11.0,236320.0,317.0,189321.0,0.17,0.0,0.0,80.11,0.0,4.0
264,"2009","5","Andhra Pradesh","28",13.0,"Amadalavalasa","GEN","Boddepalli Satyavathi","FEMALE",56.0,"GEN","INC",1.0,8.0,159912.0,48128.0,119531.0,40.26,16209.0,13.56,74.75,0.0,4.0
265,"2009","5","Andhra Pradesh","28",13.0,"Amadalavalasa","GEN","Thammineni Seetharam","MALE",53.0,"GEN","PRAP",2.0,8.0,159912.0,31919.0,119531.0,26.7,2488.0,2.08,74.75,0.0,4.0
266,"2009","5","Andhra Pradesh","28",13.0,"Amadalavalasa","GEN","Koona Ravikumar","MALE",40.0,"GEN","TDP",3.0,8.0,159912.0,29431.0,119531.0,24.62,26169.0,21.89,74.75,0.0,4.0
267,"2009","5","Andhra Pradesh","28",13.0,"Amadalavalasa","GEN","Killi Srirama Murty","MALE",47.0,"GEN","BJP",4.0,8.0,159912.0,3262.0,119531.0,2.73,915.0,0.77,74.75,0.0,4.0
268,"2009","5","Andhra Pradesh","28",13.0,"Amadalavalasa","GEN","Korada Syam Sundar Rao","MALE",33.0,"GEN","IND",5.0,8.0,159912.0,2347.0,119531.0,1.96,111.0,0.09,74.75,0.0,4.0
